"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CH","2022-04-28","82.0","-1.01","6.03","Whitlock, Garrett",672386,676477,,"foul",,,,,"13","Alejandro Kirk grounds out to first baseman Bobby Dalbec.","R","R","R","TOR","BOS","S",,,"0","2",2022,"-1.58","0.17","-0.54","1.32",,,,"0","2","Bot",,,,,"543877",,,4.188683203922766,-119.24559687072554,-4.379434914090054,-15.80787442602734,26.510740149968125,-29.853915863626856,"3.11","1.5",,,,"83","2074","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.18",,,,,,,,"13","3","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","255","0","0"
"SI","2022-04-28","94.6","-1.52","5.64","Whitlock, Garrett",672386,676477,,"called_strike",,,,,"7","Alejandro Kirk grounds out to first baseman Bobby Dalbec.","R","R","R","TOR","BOS","S",,,"0","1",2022,"-1.37","1.03","-0.49","1.76",,,,"0","2","Bot",,,,,"543877",,,5.869597440414537,-137.41378827138288,-6.797902392208247,-18.6952768341901,32.894614293786695,-17.79683068849014,"3.18","1.54",,,,"95.9","2152","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.17",,,,,,,,"13","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","230","0","-0.046"
"SI","2022-04-28","94.8","-1.58","5.65","Whitlock, Garrett",672386,676477,,"called_strike",,,,,"9","Alejandro Kirk grounds out to first baseman Bobby Dalbec.","R","R","R","TOR","BOS","S",,,"0","0",2022,"-1.45","0.9","0.43","1.85",,,,"0","2","Bot",,,,,"543877",,,8.63051110166005,-137.66618989383906,-6.32700607843686,-20.36498691468823,32.03516237776251,-19.45929368292651,"3.11","1.57",,,,"96.1","2140","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.23",,,,,,,,"13","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","231","0","-0.034"
"SL","2022-04-28","84.3","-1.65","5.86","Whitlock, Garrett",656305,676477,"strikeout","swinging_strike_blocked",,,,,"14","Matt Chapman strikes out swinging.","R","R","R","TOR","BOS","S","2",,"0","2",2022,"0.06","-0.13","1.44","0.48","666182",,"666971","2","1","Bot",,,,,"543877",,,7.18740879430995,-122.32392665348911,-5.807517767611327,-1.038965259862958,28.290795460330422,-32.33501943737892,"3.4","1.64",,,,"85","1962","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.22",,,"0","1","0","0",,"9","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","66","-0.047","-0.32"
"SL","2022-04-28","79.7","-1.58","5.89","Whitlock, Garrett",656305,676477,,"called_strike",,,,,"2","Matt Chapman strikes out swinging.","R","R","R","TOR","BOS","S",,,"0","1",2022,"0.02","-0.03","0.25","3.10","666182",,"666971","2","1","Bot",,,,,"543877",,,4.063273075420627,-116.01405915440196,0.7229849713759802,-0.6119472723974497,22.88635604374186,-32.80932815704953,"3.4","1.63",,,,"80.9","1893","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.3",,,,,,,,"9","2","Slider","0","0","0","0","0","0","0","0","Standard","Standard","50","0","-0.075"
"SL","2022-04-28","81.4","-1.8","5.8","Whitlock, Garrett",656305,676477,,"called_strike",,,,,"6","Matt Chapman strikes out swinging.","R","R","R","TOR","BOS","S",,,"0","0",2022,"0.18","-0.01","0.56","2.32","666182",,"666971","2","1","Bot",,,,,"543877",,,5.039218316630152,-118.54120917066332,-1.1903310378058376,0.7297037971282024,23.370509513006688,-32.208585898271146,"3.34","1.54",,,,"82.8","2014","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.27",,,,,,,,"9","1","Slider","0","0","0","0","0","0","0","0","Standard","Standard","75","0","-0.083"
"CH","2022-04-28","82.1","-1.34","5.97","Whitlock, Garrett",606132,676477,"field_out","hit_into_play",,,,,"1","Raimel Tapia flies out to center fielder Enrique Hernandez.   Bo Bichette to 3rd.","R","L","R","TOR","BOS","X","8","fly_ball","2","0",2022,"-1.61","0.27","-0.78","2.97",,"666182","666971","1","1","Bot",110.09,48.72,,,"543877",,,4.4623552842707594,-119.4574670368153,-0.6871358456099486,-16.213116742079496,26.20131514169686,-29.672438254242152,"3.28","1.57","373","97.2","33","82.8","1927","7.1",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.39","0.317","0.559","0","1","0","0","5","8","3","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","255","-0.038","-0.601"
"CH","2022-04-28","82.9","-1.63","5.88","Whitlock, Garrett",606132,676477,,"ball",,,,,"14","Raimel Tapia flies out to center fielder Enrique Hernandez.   Bo Bichette to 3rd.","R","L","R","TOR","BOS","B",,,"1","0",2022,"-1.73","0.25","0.55","1.56",,"666182","666971","1","1","Bot",,,,,"543877",,,8.569040764700498,-120.36062464847335,-3.8579776736633926,-18.530595362652843,25.37800290683318,-29.18145739115078,"3.42","1.7",,,,"84.3","1997","7.5",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","52.99",,,,,,,,"8","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","260","0","0.074"
"SI","2022-04-28","95.3","-1.54","5.77","Whitlock, Garrett",606132,676477,,"ball",,,,,"11","Raimel Tapia flies out to center fielder Enrique Hernandez.   Bo Bichette to 3rd.","R","L","R","TOR","BOS","B",,,"0","0",2022,"-1.29","1.36","-0.49","4.35",,"666182","666971","1","1","Bot",,,,,"543877",,,5.788106709732061,-138.52749183473165,-1.088786661359525,-17.925598765058766,34.635703079548755,-14.73781465495289,"3.45","1.71",,,,"96.4","2269","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.27",,,,,,,,"8","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","228","0","0.047"
"SL","2022-04-28","82.1","-1.69","5.89","Whitlock, Garrett",666971,676477,"single","hit_into_play",,,,,"5","Lourdes Gurriel Jr.  singles on a ground ball to left fielder Alex Verdugo.   Bo Bichette to 2nd.","R","R","R","TOR","BOS","X","7","ground_ball","1","2",2022,"0.28","-0.5","-0.01","2.77",,,"666182","1","1","Bot",92.34,125.46,,,"543877",,,3.3017038304888775,-119.58074754953533,0.4683507758632339,2.0874539585501815,22.91045406617103,-37.29461402908396,"3.49","1.64","77","103.2","3","83.3","1967","7",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.51","0.537","0.498","0.9","1","1","0","4","7","4","Slider","0","0","0","0","0","0","0","0","Standard","Standard","65","0.035","0.59"
"SI","2022-04-28","95.0","-1.74","5.57","Whitlock, Garrett",666971,676477,,"foul",,,,,"9","Lourdes Gurriel Jr.  singles on a ground ball to left fielder Alex Verdugo.   Bo Bichette to 2nd.","R","R","R","TOR","BOS","S",,,"1","1",2022,"-1.47","0.96","0.71","1.92",,,"666182","1","1","Bot",,,,,"543877",,,9.937754419348572,-137.80097304741597,-6.155655267243614,-20.917114211088858,31.736845918707342,-18.68001176332256,"3.49","1.64","144","75.0","13","97","2124","7.7",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","52.8",,,,,,,,"7","3","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","233","0","-0.059"
"SI","2022-04-28","94.5","-1.63","5.64","Whitlock, Garrett",666971,676477,,"ball",,,,,"7","Lourdes Gurriel Jr.  singles on a ground ball to left fielder Alex Verdugo.   Bo Bichette to 2nd.","R","R","R","TOR","BOS","B",,,"0","1",2022,"-1.46","0.98","-0.72","2.03",,,"666182","1","1","Bot",,,,,"543877",,,5.7476510357801525,-137.44343322593758,-5.964823428120427,-19.830138850465584,31.892527096787152,-18.646872944482414,"3.82","1.97",,,,"96","2081","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.22",,,,,,,,"7","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","234","0","0.021"
"SI","2022-04-28","94.9","-1.68","5.68","Whitlock, Garrett",666971,676477,,"called_strike",,,,,"13","Lourdes Gurriel Jr.  singles on a ground ball to left fielder Alex Verdugo.   Bo Bichette to 2nd.","R","R","R","TOR","BOS","S",,,"0","0",2022,"-1.29","1.12","-1.01","2.01",,,"666182","1","1","Bot",,,,,"543877",,,4.712759686279542,-137.95917043970195,-6.519144133681993,-17.45259704024654,32.02985727901264,-16.622819494483146,"3.54","1.71",,,,"96.3","2138","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.28",,,,,,,,"7","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","232","0","-0.049"
"SI","2022-04-28","95.2","-1.63","5.68","Whitlock, Garrett",666182,676477,"single","hit_into_play",,,,,"9","Bo Bichette singles on a line drive to center fielder Enrique Hernandez.","R","R","R","TOR","BOS","X","8","line_drive","1","1",2022,"-1.48","1.04","0.64","2.08",,,,"1","1","Bot",122.82,109.69,,,"543877",,,9.42329669601236,-138.22608766940047,-6.200698355151248,-21.14118840201949,31.601086263110794,-17.56751591054322,"3.55","1.67","171","110.6","7","96.5","2168","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.27","0.689","0.638","0.9","1","1","0","4","6","3","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","231","0.024","0.278"
"SI","2022-04-28","95.5","-1.62","5.65","Whitlock, Garrett",666182,676477,,"called_strike",,,,,"9","Bo Bichette singles on a line drive to center fielder Enrique Hernandez.","R","R","R","TOR","BOS","S",,,"1","0",2022,"-1.38","1.09","0.73","2.17",,,,"1","1","Bot",,,,,"543877",,,9.456724182765901,-138.68065435304328,-6.039532487709337,-19.93162798356693,32.32206813017867,-16.912451735801927,"3.71","1.77",,,,"96.7","2106","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.31",,,,,,,,"6","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","228","0","-0.032"
"SI","2022-04-28","95.5","-1.67","5.62","Whitlock, Garrett",666182,676477,,"ball",,,,,"14","Bo Bichette singles on a line drive to center fielder Enrique Hernandez.","R","R","R","TOR","BOS","B",,,"0","0",2022,"-1.58","0.93","1.15","1.32",,,,"1","1","Bot",,,,,"543877",,,11.156471483669202,-138.3940122171061,-7.834983901100566,-22.82784789210464,31.92475293746809,-18.542442262839685,"3.74","1.77",,,,"96.7","2172","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.22",,,,,,,,"6","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","233","0","0.022"
"SI","2022-04-28","96.9","-1.6","5.65","Whitlock, Garrett",543807,676477,"field_out","hit_into_play",,,,,"5","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","X","3","popup","2","2",2022,"-1.45","1.04","0.20","2.71",,,,"0","1","Bot",155.33,194.18,,,"543877",,,8.2884755574094,-140.8114318078171,-4.72604267474841,-21.23201502792693,33.21111474705643,-17.38763876034168,"3.48","1.61","67","87.4","77","98.2","2216","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.3","0.003","0.003","0","1","0","0","3","5","6","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","231","-0.021","-0.198"
"CH","2022-04-28","82.1","-1.14","5.98","Whitlock, Garrett",543807,676477,,"ball",,,,,"13","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","B",,,"1","2",2022,"-1.6","0.4","-0.63","0.10",,,,"0","1","Bot",,,,,"543877",,,4.31034541468015,-119.22862179106252,-7.5867342178768915,-16.078733847596563,24.18074301236465,-27.010791711990965,"3.44","1.58",,,,"83","2019","7.1",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.36",,,,,,,,"5","5","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","248","0","0.039"
"SI","2022-04-28","95.7","-1.52","5.81","Whitlock, Garrett",543807,676477,,"foul",,,,,"1","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","S",,,"1","2",2022,"-1.36","1.14","-0.71","3.14",,,,"0","1","Bot",,,,,"543877",,,5.275276319785215,-139.26915810782262,-4.0130865607019235,-18.880031701100478,33.415318844279,-16.63760784240467,"3.48","1.61","152","76.5","13","96.8","2092","7.1",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.44",,,,,,,,"5","4","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","230","0","0"
"SL","2022-04-28","84.1","-1.6","5.93","Whitlock, Garrett",543807,676477,,"ball",,,,,"14","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","B",,,"0","2",2022,"-0.03","-0.4","1.73","1.35",,,,"0","1","Bot",,,,,"543877",,,7.906748579238885,-122.17613500201738,-3.387651391673378,-1.9159828360061086,25.710414401269418,-35.692262716825724,"3.41","1.61",,,,"85.2","1934","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.24",,,,,,,,"5","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","42","0","0.018"
"SI","2022-04-28","95.5","-1.61","5.72","Whitlock, Garrett",543807,676477,,"called_strike",,,,,"14","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","S",,,"0","1",2022,"-1.44","1.03","0.97","2.32",,,,"0","1","Bot",,,,,"543877",,,10.220037190794176,-138.6702939953128,-5.718809641620301,-20.832139291001216,31.74857860768848,-17.752483589643717,"3.56","1.63",,,,"97","2123","7.3",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.16",,,,,,,,"5","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","224","0","-0.046"
"SI","2022-04-28","95.4","-1.85","5.73","Whitlock, Garrett",543807,676477,,"called_strike",,,,,"9","George Springer pops out to first baseman Bobby Dalbec in foul territory.","R","R","R","TOR","BOS","S",,,"0","0",2022,"-1.5","1.23","0.58","2.17",,,,"0","1","Bot",,,,,"543877",,,9.93296762556473,-138.46811483191098,-6.555067956739089,-21.58379467845791,32.21242239221461,-14.972419802889197,"3.63","1.66",,,,"96.6","2115","7.2",661827,676477,"543877","666915","596115","646240","624414","657077","571771","598265","53.28",,,,,,,,"5","1","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","230","0","-0.034"
"CH","2022-04-23","83.3","-1.61","5.6","Whitlock, Garrett",596847,676477,"field_out","hit_into_play",,,,,"13","Ji-Man Choi flies out to center fielder Enrique Hernandez.","R","L","R","TB","BOS","X","8","fly_ball","1","2",2022,"-1.62","0.22","-0.42","1.27",,"664040",,"2","4","Bot",96.33,77.26,,,"543877",,,6.005644741629895,-121.14071752020718,-3.9564397167556717,-17.102587499902732,24.376334446735843,-29.44182336929945,"3.2","1.52","311","83.9","33","84.4","1901","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.38","0.029","0.026","0","1","0","0","3","29","4","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","261","-0.042","-0.232"
"SI","2022-04-23","95.6","-1.39","5.75","Whitlock, Garrett",596847,676477,,"foul",,,,,"3","Ji-Man Choi flies out to center fielder Enrique Hernandez.","R","L","R","TB","BOS","S",,,"1","1",2022,"-1.27","1.26","0.41","3.14",,"664040",,"2","4","Bot",,,,,"543877",,,7.720489339334305,-138.85279815148075,-4.07840753708411,-18.263991735784852,34.25706253981353,-15.135662209733393,"3.2","1.52",,,,"96.6","2066","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.3",,,,,,,,"29","3","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","229","0","-0.076"
"SI","2022-04-23","94.2","-1.36","5.79","Whitlock, Garrett",596847,676477,,"ball",,,,,"11","Ji-Man Choi flies out to center fielder Enrique Hernandez.","R","L","R","TB","BOS","B",,,"0","1",2022,"-1.27","1.35","-0.11","3.61",,"664040",,"2","4","Bot",,,,,"543877",,,6.168591987178106,-136.9074932078266,-2.914878779694974,-17.325378876372238,33.905994016086275,-14.859394238922237,"3.29","1.58",,,,"95.1","2061","7.2",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.34",,,,,,,,"29","2","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","225","0","0.039"
"CH","2022-04-23","82.6","-1.48","5.72","Whitlock, Garrett",596847,676477,,"called_strike",,,,,"7","Ji-Man Choi flies out to center fielder Enrique Hernandez.","R","L","R","TB","BOS","S",,,"0","0",2022,"-1.72","0.22","-0.33","1.88",,"664040",,"2","4","Bot",,,,,"543877",,,6.158106874476919,-120.0193716641995,-2.6348355038972864,-17.766181991447915,25.493735978826837,-29.76188990387192,"3.21","1.53",,,,"84.6","1845","7.9",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","52.61",,,,,,,,"29","1","Changeup","0","0","0","0","0","0","0","0","Strategic","Standard","259","0","-0.039"
"SL","2022-04-23","81.1","-1.45","5.76","Whitlock, Garrett",668227,676477,"strikeout","swinging_strike_blocked",,,,,"14","Randy Arozarena strikes out swinging.","R","R","R","TB","BOS","S","2",,"0","2",2022,"0.17","-0.43","0.80","0.49",,"664040",,"1","4","Bot",,,,,"543877",,,4.7632562210765705,-117.89507081431486,-4.287297904057816,0.527015961881533,25.107421867056427,-35.43518388192365,"3.38","1.62",,,,"81.8","1651","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.4",,,"0","1","0","0",,"28","3","Slider","0","0","0","0","0","0","0","0","Standard","Standard","43","-0.041","-0.246"
"SI","2022-04-23","94.6","-1.52","5.55","Whitlock, Garrett",668227,676477,,"foul",,,,,"8","Randy Arozarena strikes out swinging.","R","R","R","TB","BOS","S",,,"0","1",2022,"-1.66","0.76","0.04","1.98",,"664040",,"1","4","Bot",,,,,"543877",,,7.9305005569458,-137.36502469349085,-5.338793329297494,-22.732771407555436,32.8578206008954,-21.515622164557932,"3.38","1.62","94","94.4","3","96.1","2112","7.4",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.08",,,,,,,,"28","2","Sinker","0","0","0","0","0","0","0","0","Standard","Standard","227","0","-0.069"
"SI","2022-04-23","94.2","-1.47","5.74","Whitlock, Garrett",668227,676477,,"called_strike",,,,,"6","Randy Arozarena strikes out swinging.","R","R","R","TB","BOS","S",,,"0","0",2022,"-1.62","0.74","0.37","2.34",,"664040",,"1","4","Bot",,,,,"543877",,,8.493816463564421,-136.8494678399062,-4.769519320243194,-22.266016352917294,31.739126833314806,-22.027749800610696,"3.52","1.78",,,,"95.2","2114","7.1",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.42",,,,,,,,"28","1","Sinker","0","0","0","0","0","0","0","0","Strategic","Standard","233","0","-0.044"
"CH","2022-04-23","83.0","-1.75","5.71","Whitlock, Garrett",677551,676477,"field_out","hit_into_play",,,,,"7","Wander Franco flies out to right fielder Jackie Bradley Jr.","R","L","R","TB","BOS","X","9","fly_ball","1","0",2022,"-1.78","0.23","-0.36","1.73",,"664040",,"0","4","Bot",159.88,102.19,,,"543877",,,6.761485714595123,-120.6264238749141,-3.074319811498258,-18.734482459915974,24.433611808959935,-29.47593093596345,"3.26","1.46","255","80.1","44","83.9","2014","7",661941,676477,"543877","666915","596115","646240","593428","657077","571771","598265","53.49","0.029","0.033","0","1","0","0","3","27","2","Changeup","0","0","0","0","0","0","0","0","Standard","Standard","259","-0.051","-0.423"
